x,y
9.7,37.91
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
29.14,57.39
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
23.64,39.7
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
20.02,57.71
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
23.33,45.05
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
32.29,50.81
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
19.68,38.57
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
31.4,38.62
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
20.3,51.01
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
15.11,28.61
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
47.93,54.18
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
28.84,15.48
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
38.92,50.35
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
14.99,60.03
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
50.62,49.31
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
14.29,33.82
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
10.2,49.48
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
33.64,36.13
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
29.66,46.95
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
30.65,70.24
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
31.05,22.61
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
35.86,60.04
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
43.09,62.84
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
32.46,54.17
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
34.1,49.46
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
13.33,44.23
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
29.65,33.47
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
33.94,40.05
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
29.03,27.63
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
20.3,56.45
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
24.87,62.3
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
20.93,40.53
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
26.27,42.5
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
46.24,32.49
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
37.34,64.25
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
22.82,36.77
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
46.43,49.98
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
23.91,58.57
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
7.93,52.28
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
24.3,60.84
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
25.77,48.99
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
18.95,40.49
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
16.65,51.34
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
26.64,63.67
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
28.5,43.3
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
39.71,66.44
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
6.42,55.02
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
25.81,43.04
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
43.23,51.32
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
28.28,46.49
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
5.13,49.28
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
15.99,39.64
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
23.92,67.63
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
22.0,49.3
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
36.47,48.61
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
24.27,35.09
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
8.13,37.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
19.27,9.82
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
44.23,46.91
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
24.59,49.83
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
16.98,26.32
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
8.53,43.18
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
22.42,72.97
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
20.58,61.4
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
284.75,38.1
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
288.52,21.96
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
281.19,17.77
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
269.69,20.03
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
273.94,26.43
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
264.12,12.5
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
263.59,3.79
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
264.22,4.06
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
282.37,39.71
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
283.66,27.31
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
268.95,15.07
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
276.95,25.64
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
264.34,0.03
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
286.5,37.29
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
252.73,21.67
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
283.31,9.03
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
253.97,11.56
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
269.35,21.89
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
260.69,26.17
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
268.7,23.97
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
260.94,7.37
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
264.05,11.0
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
241.12,9.6
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
264.87,7.54
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
265.92,9.89
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
288.66,33.77
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
283.05,32.75
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
259.94,2.65
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
265.04,11.08
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
271.26,20.03
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
261.87,25.13
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
257.03,9.0
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
279.04,23.43
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
263.16,9.81
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
273.29,27.93
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
267.91,6.69
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
256.04,0.62
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
269.95,8.14
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
260.89,6.64
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
258.55,12.49
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
270.5,13.99
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
259.54,13.67
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
258.61,7.95
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
277.47,19.66
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
275.97,17.48
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
270.13,22.31
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
281.16,23.64
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
289.6,35.29
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.95,19.4
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
260.75,5.77
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
278.18,15.55
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
273.49,15.16
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
280.54,18.22
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
271.28,22.57
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
274.6,11.43
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
262.89,21.7
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
266.86,15.91
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
278.05,23.63
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
249.51,14.26
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
285.75,14.4
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
263.61,27.18
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
274.43,24.05
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
276.07,23.8
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
283.34,19.82
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
254.61,17.16
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
267.48,14.45
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
248.67,22.26
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
279.96,22.14
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
284.62,20.71
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
265.12,4.78
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
288.78,45.04
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
266.87,22.18
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
265.88,18.96
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
257.08,6.78
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
254.66,18.44
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
271.41,18.79
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
273.18,30.06
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
245.38,8.44
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
264.51,25.86
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
277.81,27.17
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
271.31,33.78
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
253.09,7.1
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
268.65,13.72
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
275.17,20.45
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
274.45,15.78
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
268.58,9.03
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
281.04,25.51
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
272.43,11.5
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
283.63,23.29
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
269.96,27.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
256.4,12.97
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
257.97,4.94
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
280.32,20.33
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
263.55,16.34
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
286.92,19.41
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
272.79,29.77
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
280.57,18.88
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
261.58,11.6
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
283.07,42.76
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
274.29,19.5
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
262.09,6.39
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
283.13,32.25
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
271.57,14.6
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
265.97,16.81
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
261.12,7.82
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
260.98,3.38
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
262.67,9.83
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
265.87,26.79
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
276.33,18.41
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
270.6,24.61
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
273.71,26.13
264.27,14.37
264.27,14.37
264.27,14.37
264.27,14.37
264.27,14.37
264.27,14.37
264.27,14.37
264.27,14.37
